DATE,Q_slz
04/09/2005 18:00,1380
04/09/2005 19:00,1380
04/09/2005 20:00,1380
04/09/2005 21:00,1380
04/09/2005 22:00,1370
04/09/2005 23:00,1370
04/10/2005 00:00,1370
04/10/2005 01:00,1360
04/10/2005 02:00,1350
04/10/2005 03:00,1340
04/10/2005 04:00,1340
04/10/2005 05:00,1340
04/10/2005 06:00,1330
04/10/2005 07:00,1330
04/10/2005 08:00,1330
04/10/2005 09:00,1320
04/10/2005 10:00,1320
04/10/2005 11:00,1320
04/10/2005 12:00,1310
04/10/2005 13:00,1300
04/10/2005 14:00,1300
04/10/2005 15:00,1300
04/10/2005 16:00,1290
04/10/2005 17:00,1290
04/10/2005 18:00,1290
04/10/2005 19:00,1300
04/10/2005 20:00,1300
04/10/2005 21:00,1310
04/10/2005 22:00,1310
04/10/2005 23:00,1320
04/11/2005 00:00,1330
04/11/2005 01:00,1350
04/11/2005 02:00,1380
04/11/2005 03:00,1420
04/11/2005 04:00,1470
04/11/2005 05:00,1510
04/11/2005 06:00,1540
04/11/2005 07:00,1560
04/11/2005 08:00,1580
04/11/2005 09:00,1600
04/11/2005 10:00,1610
04/11/2005 11:00,1610
04/11/2005 12:00,1590
04/11/2005 13:00,1570
04/11/2005 14:00,1540
04/11/2005 15:00,1530
04/11/2005 16:00,1520
04/11/2005 17:00,1500
04/11/2005 18:00,1490
04/11/2005 19:00,1490
04/11/2005 20:00,1490
04/11/2005 21:00,1490
04/11/2005 22:00,1480
04/11/2005 23:00,1480
04/12/2005 00:00,1470
04/12/2005 01:00,1470
04/12/2005 02:00,1460
04/12/2005 03:00,1450
04/12/2005 04:00,1450
04/12/2005 05:00,1450
04/12/2005 06:00,1450
04/12/2005 07:00,1460
04/12/2005 08:00,1480
04/12/2005 09:00,1490
04/12/2005 10:00,1520
04/12/2005 11:00,1540
04/12/2005 12:00,1570
04/12/2005 13:00,1610
04/12/2005 14:00,1630
04/12/2005 15:00,1630
04/12/2005 16:00,1640
04/12/2005 17:00,1640
04/12/2005 18:00,1650
04/12/2005 19:00,1660
04/12/2005 20:00,1660
04/12/2005 21:00,1640
04/12/2005 22:00,1640
04/12/2005 23:00,1640
04/13/2005 00:00,1630
04/13/2005 01:00,1640
04/13/2005 02:00,1640
04/13/2005 03:00,1640
04/13/2005 04:00,1640
04/13/2005 05:00,1640
04/13/2005 06:00,1630
04/13/2005 07:00,1620
04/13/2005 08:00,1620
04/13/2005 09:00,1620
04/13/2005 10:00,1620
04/13/2005 11:00,1620
04/13/2005 12:00,1610
04/13/2005 13:00,1610
04/13/2005 14:00,1610
04/13/2005 15:00,1610
04/13/2005 16:00,1610
04/13/2005 17:00,1610
04/13/2005 18:00,1610
04/13/2005 19:00,1610
04/13/2005 20:00,1630
04/13/2005 21:00,1640
04/13/2005 22:00,1650
04/13/2005 23:00,1660
04/14/2005 00:00,1680
04/14/2005 01:00,1680
04/14/2005 02:00,1680
04/14/2005 03:00,1680
04/14/2005 04:00,1680
04/14/2005 05:00,1680
04/14/2005 06:00,1670
04/14/2005 07:00,1670
04/14/2005 08:00,1660
04/14/2005 09:00,1650
04/14/2005 10:00,1640
04/14/2005 11:00,1630
04/14/2005 12:00,1620
04/14/2005 13:00,1610
04/14/2005 14:00,1610
04/14/2005 15:00,1610
04/14/2005 16:00,1610
04/14/2005 17:00,1610
04/14/2005 18:00,1600
04/14/2005 19:00,1600
04/14/2005 20:00,1590
04/14/2005 21:00,1590
04/14/2005 22:00,1590
04/14/2005 23:00,1590
04/15/2005 00:00,1580
04/15/2005 01:00,1580
04/15/2005 02:00,1580
04/15/2005 03:00,1570
04/15/2005 04:00,1560
04/15/2005 05:00,1560
04/15/2005 06:00,1550
04/15/2005 07:00,1540
04/15/2005 08:00,1540
04/15/2005 09:00,1540
04/15/2005 10:00,1540
04/15/2005 11:00,1540
04/15/2005 12:00,1540
04/15/2005 13:00,1540
04/15/2005 14:00,1540
04/15/2005 15:00,1540
04/15/2005 16:00,1550
04/15/2005 17:00,1560
04/15/2005 18:00,1580
04/15/2005 19:00,1610
04/15/2005 20:00,1620
04/15/2005 21:00,1650
04/15/2005 22:00,1680
04/15/2005 23:00,1720
04/16/2005 00:00,1760
04/16/2005 01:00,1790
04/16/2005 02:00,1830
04/16/2005 03:00,1850
04/16/2005 04:00,1880
04/16/2005 05:00,1910
04/16/2005 06:00,1950
04/16/2005 07:00,2000
04/16/2005 08:00,2100
04/16/2005 09:00,2250
04/16/2005 10:00,2420
04/16/2005 11:00,2660
04/16/2005 12:00,2900
04/16/2005 13:00,3130
04/16/2005 14:00,3340
04/16/2005 15:00,3470
04/16/2005 16:00,3520
04/16/2005 17:00,3520
04/16/2005 18:00,3490
04/16/2005 19:00,3460
04/16/2005 20:00,3430
04/16/2005 21:00,3370
04/16/2005 22:00,3330
04/16/2005 23:00,3300
04/17/2005 00:00,3250
04/17/2005 01:00,3220
04/17/2005 02:00,3190
04/17/2005 03:00,3150
04/17/2005 04:00,3120
04/17/2005 05:00,3090
04/17/2005 06:00,3060
04/17/2005 07:00,3030
04/17/2005 08:00,3010
04/17/2005 09:00,3010
04/17/2005 10:00,3000
04/17/2005 11:00,2990
04/17/2005 12:00,3000
04/17/2005 13:00,3000
04/17/2005 14:00,3010
04/17/2005 15:00,3010
04/17/2005 16:00,3000
04/17/2005 17:00,2960
04/17/2005 18:00,2940
04/17/2005 19:00,2920
04/17/2005 20:00,2890
04/17/2005 21:00,2860
04/17/2005 22:00,2820
04/17/2005 23:00,2780
04/18/2005 00:00,2760
04/18/2005 01:00,2730
04/18/2005 02:00,2700
04/18/2005 03:00,2670
04/18/2005 04:00,2660
04/18/2005 05:00,2630
04/18/2005 06:00,2610
04/18/2005 07:00,2600
04/18/2005 08:00,2600
04/18/2005 09:00,2600
04/18/2005 10:00,2600
04/18/2005 11:00,2590
04/18/2005 12:00,2570
04/18/2005 13:00,2560
04/18/2005 14:00,2530
04/18/2005 15:00,2520
04/18/2005 16:00,2490
04/18/2005 17:00,2460
04/18/2005 18:00,2440
04/18/2005 19:00,2430
04/18/2005 20:00,2410
04/18/2005 21:00,2390
04/18/2005 22:00,2370
04/18/2005 23:00,2350
04/19/2005 00:00,2330
04/19/2005 01:00,2310
04/19/2005 02:00,2290
04/19/2005 03:00,2270
04/19/2005 04:00,2260
04/19/2005 05:00,2240
04/19/2005 06:00,2230
04/19/2005 07:00,2210
04/19/2005 08:00,2200
04/19/2005 09:00,2180
04/19/2005 10:00,2160
04/19/2005 11:00,2150
04/19/2005 12:00,2140
04/19/2005 13:00,2120
04/19/2005 14:00,2110
04/19/2005 15:00,2090
04/19/2005 16:00,2090
04/19/2005 17:00,2060
04/19/2005 18:00,2050
04/19/2005 19:00,2040
04/19/2005 20:00,2020
04/19/2005 21:00,2010
04/19/2005 22:00,2000
04/19/2005 23:00,1980
04/20/2005 00:00,1960
04/20/2005 01:00,1960
04/20/2005 02:00,1950
04/20/2005 03:00,1930
04/20/2005 04:00,1920
04/20/2005 05:00,1910
04/20/2005 06:00,1890
04/20/2005 07:00,1890
04/20/2005 08:00,1870
04/20/2005 09:00,1860
04/20/2005 10:00,1850
04/20/2005 11:00,1840
04/20/2005 12:00,1830
04/20/2005 13:00,1820
04/20/2005 14:00,1810
04/20/2005 15:00,1810
04/20/2005 16:00,1800
04/20/2005 17:00,1780
04/20/2005 18:00,1770
04/20/2005 19:00,1760
04/20/2005 20:00,1750
04/20/2005 21:00,1730
04/20/2005 22:00,1720
04/20/2005 23:00,1710
04/21/2005 00:00,1690
04/21/2005 01:00,1680
04/21/2005 02:00,1680
04/21/2005 03:00,1670
04/21/2005 04:00,1660
04/21/2005 05:00,1650
04/21/2005 06:00,1640
04/21/2005 07:00,1630
04/21/2005 08:00,1610
04/21/2005 09:00,1610
04/21/2005 10:00,1600
04/21/2005 11:00,1590
04/21/2005 12:00,1580
04/21/2005 13:00,1570
04/21/2005 14:00,1550
04/21/2005 15:00,1550
04/21/2005 16:00,1540
04/21/2005 17:00,1530
04/21/2005 18:00,1530
04/21/2005 19:00,1510
04/21/2005 20:00,1500
04/21/2005 21:00,1490
04/21/2005 22:00,1480
04/21/2005 23:00,1480
04/22/2005 00:00,1470
04/22/2005 01:00,1460
04/22/2005 02:00,1450
04/22/2005 03:00,1430
04/22/2005 04:00,1430
04/22/2005 05:00,1420
04/22/2005 06:00,1420
04/22/2005 07:00,1400
04/22/2005 08:00,1400
04/22/2005 09:00,1390
04/22/2005 10:00,1380
04/22/2005 11:00,1380
04/22/2005 12:00,1380
04/22/2005 13:00,1370
04/22/2005 14:00,1360
04/22/2005 15:00,1360
04/22/2005 16:00,1350
04/22/2005 17:00,1330
04/22/2005 18:00,1330
04/22/2005 19:00,1330
04/22/2005 20:00,1320
04/22/2005 21:00,1310
04/22/2005 22:00,1300
04/22/2005 23:00,1290
04/23/2005 00:00,1290
04/23/2005 01:00,1290
04/23/2005 02:00,1270
04/23/2005 03:00,1270
04/23/2005 04:00,1260
04/23/2005 05:00,1250
04/23/2005 06:00,1250
04/23/2005 07:00,1250
04/23/2005 08:00,1250
04/23/2005 09:00,1240
04/23/2005 10:00,1230
04/23/2005 11:00,1230
04/23/2005 12:00,1220
04/23/2005 13:00,1210
04/23/2005 14:00,1210
04/23/2005 15:00,1210
04/23/2005 16:00,1210
04/23/2005 17:00,1210
04/23/2005 18:00,1210
04/23/2005 19:00,1220
04/23/2005 20:00,1230
04/23/2005 21:00,1240
04/23/2005 22:00,1250
04/23/2005 23:00,1250
04/24/2005 00:00,1250
04/24/2005 01:00,1250
04/24/2005 02:00,1240
04/24/2005 03:00,1220
04/24/2005 04:00,1210
04/24/2005 05:00,1210
04/24/2005 06:00,1190
04/24/2005 07:00,1180
04/24/2005 08:00,1170
04/24/2005 09:00,1160
04/24/2005 10:00,1150
04/24/2005 11:00,1140
04/24/2005 12:00,1130
04/24/2005 13:00,1130
04/24/2005 14:00,1120
04/24/2005 15:00,1110
04/24/2005 16:00,1110
04/24/2005 17:00,1100
04/24/2005 18:00,1100
04/24/2005 19:00,1090
04/24/2005 20:00,1080
04/24/2005 21:00,1080
04/24/2005 22:00,1070
04/24/2005 23:00,1070
04/25/2005 00:00,1070
04/25/2005 01:00,1060
04/25/2005 02:00,1050
04/25/2005 03:00,1040
04/25/2005 04:00,1040
04/25/2005 05:00,1040
04/25/2005 06:00,1030
04/25/2005 07:00,1030
04/25/2005 08:00,1020
04/25/2005 09:00,1020
04/25/2005 10:00,1010
04/25/2005 11:00,1010
04/25/2005 12:00,1010
04/25/2005 13:00,998
04/25/2005 14:00,998
04/25/2005 15:00,990
04/25/2005 16:00,990
04/25/2005 17:00,983
04/25/2005 18:00,976
04/25/2005 19:00,976
04/25/2005 20:00,968
04/25/2005 21:00,961
04/25/2005 22:00,961
04/25/2005 23:00,954
04/26/2005 00:00,954
04/26/2005 01:00,947
04/26/2005 02:00,947
04/26/2005 03:00,939
04/26/2005 04:00,939
04/26/2005 05:00,939
04/26/2005 06:00,932
04/26/2005 07:00,925
04/26/2005 08:00,925
04/26/2005 09:00,925
04/26/2005 10:00,918
04/26/2005 11:00,918
04/26/2005 12:00,911
04/26/2005 13:00,904
04/26/2005 14:00,904
04/26/2005 15:00,904
04/26/2005 16:00,896
04/26/2005 17:00,896
04/26/2005 18:00,889
04/26/2005 19:00,882
04/26/2005 20:00,882
04/26/2005 21:00,875
04/26/2005 22:00,875
04/26/2005 23:00,868
04/27/2005 00:00,868
04/27/2005 01:00,861
04/27/2005 02:00,861
04/27/2005 03:00,847
04/27/2005 04:00,847
04/27/2005 05:00,840
04/27/2005 06:00,840
04/27/2005 07:00,840
04/27/2005 08:00,834
04/27/2005 09:00,834
04/27/2005 10:00,834
04/27/2005 11:00,827
04/27/2005 12:00,827
04/27/2005 13:00,827
04/27/2005 14:00,820
04/27/2005 15:00,820
04/27/2005 16:00,813
04/27/2005 17:00,813
04/27/2005 18:00,806
04/27/2005 19:00,806
04/27/2005 20:00,799
04/27/2005 21:00,799
04/27/2005 22:00,793
04/27/2005 23:00,793
04/28/2005 00:00,786
04/28/2005 01:00,786
04/28/2005 02:00,786
04/28/2005 03:00,779
04/28/2005 04:00,779
04/28/2005 05:00,779
04/28/2005 06:00,773
04/28/2005 07:00,773
04/28/2005 08:00,766
04/28/2005 09:00,766
04/28/2005 10:00,766
04/28/2005 11:00,766
04/28/2005 12:00,759
04/28/2005 13:00,759
04/28/2005 14:00,759
04/28/2005 15:00,753
04/28/2005 16:00,753
04/28/2005 17:00,753
04/28/2005 18:00,746
04/28/2005 19:00,746
04/28/2005 20:00,746
04/28/2005 21:00,740
04/28/2005 22:00,740
04/28/2005 23:00,740
04/29/2005 00:00,733
04/29/2005 01:00,733
04/29/2005 02:00,733
04/29/2005 03:00,733
04/29/2005 04:00,733
04/29/2005 05:00,726
04/29/2005 06:00,733
04/29/2005 07:00,733
04/29/2005 08:00,733
04/29/2005 09:00,733
04/29/2005 10:00,733
04/29/2005 11:00,733
04/29/2005 12:00,740
04/29/2005 13:00,740
04/29/2005 14:00,740
04/29/2005 15:00,740
04/29/2005 16:00,740
04/29/2005 17:00,740
04/29/2005 18:00,733
04/29/2005 19:00,733
04/29/2005 20:00,733
04/29/2005 21:00,733
04/29/2005 22:00,733
04/29/2005 23:00,733
04/30/2005 00:00,726
04/30/2005 01:00,726
04/30/2005 02:00,726
04/30/2005 03:00,720
04/30/2005 04:00,720
04/30/2005 05:00,720
04/30/2005 06:00,714
04/30/2005 07:00,714
04/30/2005 08:00,714
04/30/2005 09:00,707
04/30/2005 10:00,707
04/30/2005 11:00,707
04/30/2005 12:00,701
04/30/2005 13:00,701
04/30/2005 14:00,701
04/30/2005 15:00,695
04/30/2005 16:00,695
04/30/2005 17:00,695
04/30/2005 18:00,689
04/30/2005 19:00,689
04/30/2005 20:00,682
04/30/2005 21:00,682
04/30/2005 22:00,676
04/30/2005 23:00,676
05/01/2005 00:00,670
05/01/2005 01:00,670
05/01/2005 02:00,664
05/01/2005 03:00,664
05/01/2005 04:00,664
05/01/2005 05:00,658
05/01/2005 06:00,658
05/01/2005 07:00,652
05/01/2005 08:00,652
05/01/2005 09:00,652
05/01/2005 10:00,646
05/01/2005 11:00,646
05/01/2005 12:00,646
05/01/2005 13:00,646
05/01/2005 14:00,639
05/01/2005 15:00,639
05/01/2005 16:00,639
05/01/2005 17:00,633
05/01/2005 18:00,633
05/01/2005 19:00,627
05/01/2005 20:00,627
05/01/2005 21:00,627
05/01/2005 22:00,627
05/01/2005 23:00,621
05/02/2005 00:00,621
05/02/2005 01:00,621
05/02/2005 02:00,615
05/02/2005 03:00,615
05/02/2005 04:00,609
05/02/2005 05:00,609
05/02/2005 06:00,609
05/02/2005 07:00,609
05/02/2005 08:00,609
05/02/2005 09:00,604
05/02/2005 10:00,604
05/02/2005 11:00,604
05/02/2005 12:00,604
05/02/2005 13:00,598
05/02/2005 14:00,598
05/02/2005 15:00,598
05/02/2005 16:00,598
05/02/2005 17:00,592
05/02/2005 18:00,592
05/02/2005 19:00,592
05/02/2005 20:00,586
05/02/2005 21:00,586
05/02/2005 22:00,586
05/02/2005 23:00,580
05/03/2005 00:00,580
05/03/2005 01:00,580
05/03/2005 02:00,574
05/03/2005 03:00,574
05/03/2005 04:00,574
05/03/2005 05:00,574
05/03/2005 06:00,574
05/03/2005 07:00,569
05/03/2005 08:00,569
05/03/2005 09:00,569
05/03/2005 10:00,569
05/03/2005 11:00,563
05/03/2005 12:00,563
05/03/2005 13:00,563
05/03/2005 14:00,563
05/03/2005 15:00,563
05/03/2005 16:00,557
05/03/2005 17:00,557
05/03/2005 18:00,557
05/03/2005 19:00,551
05/03/2005 20:00,551
05/03/2005 21:00,551
05/03/2005 22:00,551
05/03/2005 23:00,551
05/04/2005 00:00,546
05/04/2005 01:00,546
05/04/2005 02:00,546
05/04/2005 03:00,546
05/04/2005 04:00,546
05/04/2005 05:00,551
05/04/2005 06:00,551
05/04/2005 07:00,557
05/04/2005 08:00,563
05/04/2005 09:00,569
05/04/2005 10:00,569
05/04/2005 11:00,574
05/04/2005 12:00,580
05/04/2005 13:00,580
05/04/2005 14:00,586
05/04/2005 15:00,586
05/04/2005 16:00,586
05/04/2005 17:00,586
05/04/2005 18:00,586
05/04/2005 19:00,586
05/04/2005 20:00,580
05/04/2005 21:00,580
05/04/2005 22:00,574
05/04/2005 23:00,569
05/05/2005 00:00,569
05/05/2005 01:00,563
05/05/2005 02:00,557
05/05/2005 03:00,557
05/05/2005 04:00,551
05/05/2005 05:00,546
05/05/2005 06:00,546
05/05/2005 07:00,546
05/05/2005 08:00,540
05/05/2005 09:00,540
05/05/2005 10:00,540
05/05/2005 11:00,534
05/05/2005 12:00,534
05/05/2005 13:00,529
05/05/2005 14:00,529
05/05/2005 15:00,529
05/05/2005 16:00,529
05/05/2005 17:00,523
05/05/2005 18:00,523
05/05/2005 19:00,523
05/05/2005 20:00,523
05/05/2005 21:00,523
05/05/2005 22:00,529
05/05/2005 23:00,529
05/06/2005 00:00,534
05/06/2005 01:00,546
05/06/2005 02:00,551
05/06/2005 03:00,557
05/06/2005 04:00,563
05/06/2005 05:00,563
05/06/2005 06:00,569
05/06/2005 07:00,569
05/06/2005 08:00,569
05/06/2005 09:00,563
05/06/2005 10:00,557
05/06/2005 11:00,557
05/06/2005 12:00,551
05/06/2005 13:00,551
05/06/2005 14:00,546
05/06/2005 15:00,546
05/06/2005 16:00,540
05/06/2005 17:00,540
05/06/2005 18:00,534
05/06/2005 19:00,529
05/06/2005 20:00,529
05/06/2005 21:00,529
05/06/2005 22:00,523
05/06/2005 23:00,523
05/07/2005 00:00,523
05/07/2005 01:00,523
05/07/2005 02:00,523
05/07/2005 03:00,523
05/07/2005 04:00,518
05/07/2005 05:00,518
05/07/2005 06:00,518
05/07/2005 07:00,518
05/07/2005 08:00,518
05/07/2005 09:00,518
05/07/2005 10:00,518
05/07/2005 11:00,518
05/07/2005 12:00,518
05/07/2005 13:00,512
05/07/2005 14:00,512
05/07/2005 15:00,512
05/07/2005 16:00,507
05/07/2005 17:00,507
05/07/2005 18:00,507
05/07/2005 19:00,507
05/07/2005 20:00,501
05/07/2005 21:00,501
05/07/2005 22:00,501
05/07/2005 23:00,501
05/08/2005 00:00,496
05/08/2005 01:00,496
05/08/2005 02:00,496
05/08/2005 03:00,496
05/08/2005 04:00,496
05/08/2005 05:00,496
05/08/2005 06:00,496
05/08/2005 07:00,496
05/08/2005 08:00,501
05/08/2005 09:00,507
05/08/2005 10:00,512
05/08/2005 11:00,512
05/08/2005 12:00,512
05/08/2005 13:00,518
05/08/2005 14:00,523
05/08/2005 15:00,540
05/08/2005 16:00,551
05/08/2005 17:00,557
05/08/2005 18:00,563
05/08/2005 19:00,557
05/08/2005 20:00,563
05/08/2005 21:00,563
05/08/2005 22:00,563
05/08/2005 23:00,563
05/09/2005 00:00,557
05/09/2005 01:00,557
05/09/2005 02:00,557
05/09/2005 03:00,557
05/09/2005 04:00,563
05/09/2005 05:00,563
05/09/2005 06:00,557
05/09/2005 07:00,557
05/09/2005 08:00,551
05/09/2005 09:00,551
05/09/2005 10:00,551
05/09/2005 11:00,551
05/09/2005 12:00,563
05/09/2005 13:00,574
05/09/2005 14:00,592
05/09/2005 15:00,609
05/09/2005 16:00,639
05/09/2005 17:00,670
05/09/2005 18:00,733
05/09/2005 19:00,799
05/09/2005 20:00,868
05/09/2005 21:00,939
05/09/2005 22:00,998
05/09/2005 23:00,1080
05/10/2005 00:00,1160
05/10/2005 01:00,1210
05/10/2005 02:00,1240
05/10/2005 03:00,1250
05/10/2005 04:00,1260
05/10/2005 05:00,1270
05/10/2005 06:00,1290
05/10/2005 07:00,1310
05/10/2005 08:00,1350
05/10/2005 09:00,1390
05/10/2005 10:00,1450
05/10/2005 11:00,1510
05/10/2005 12:00,1570
05/10/2005 13:00,1630
05/10/2005 14:00,1680
05/10/2005 15:00,1730
05/10/2005 16:00,1760
05/10/2005 17:00,1770
05/10/2005 18:00,1790
05/10/2005 19:00,1790
05/10/2005 20:00,1780
05/10/2005 21:00,1760
05/10/2005 22:00,1740
05/10/2005 23:00,1720
05/11/2005 00:00,1690
05/11/2005 01:00,1680
05/11/2005 02:00,1660
05/11/2005 03:00,1630
05/11/2005 04:00,1610
05/11/2005 05:00,1600
05/11/2005 06:00,1570
05/11/2005 07:00,1550
05/11/2005 08:00,1540
05/11/2005 09:00,1520
05/11/2005 10:00,1500
05/11/2005 11:00,1490
05/11/2005 12:00,1480
05/11/2005 13:00,1460
05/11/2005 14:00,1430
05/11/2005 15:00,1430
05/11/2005 16:00,1410
05/11/2005 17:00,1390
05/11/2005 18:00,1380
05/11/2005 19:00,1370
05/11/2005 20:00,1350
05/11/2005 21:00,1340
05/11/2005 22:00,1330
05/11/2005 23:00,1320
05/12/2005 00:00,1310
05/12/2005 01:00,1290
05/12/2005 02:00,1280
05/12/2005 03:00,1270
05/12/2005 04:00,1260
05/12/2005 05:00,1250
05/12/2005 06:00,1240
05/12/2005 07:00,1230
05/12/2005 08:00,1220
05/12/2005 09:00,1210
05/12/2005 10:00,1210
05/12/2005 11:00,1200
05/12/2005 12:00,1190
05/12/2005 13:00,1180
05/12/2005 14:00,1170
05/12/2005 15:00,1160
05/12/2005 16:00,1150
05/12/2005 17:00,1140
05/12/2005 18:00,1130
05/12/2005 19:00,1120
05/12/2005 20:00,1110
05/12/2005 21:00,1100
05/12/2005 22:00,1100
05/12/2005 23:00,1080
05/13/2005 00:00,1080
05/13/2005 01:00,1070
05/13/2005 02:00,1060
05/13/2005 03:00,1050
05/13/2005 04:00,1040
05/13/2005 05:00,1040
05/13/2005 06:00,1040
05/13/2005 07:00,1030
05/13/2005 08:00,1020
05/13/2005 09:00,1020
05/13/2005 10:00,1010
05/13/2005 11:00,1010
05/13/2005 12:00,1010
05/13/2005 13:00,998
05/13/2005 14:00,990
05/13/2005 15:00,990
05/13/2005 16:00,983
05/13/2005 17:00,976
05/13/2005 18:00,968
05/13/2005 19:00,961
05/13/2005 20:00,954
05/13/2005 21:00,947
05/13/2005 22:00,947
05/13/2005 23:00,939
05/14/2005 00:00,932
05/14/2005 01:00,932
05/14/2005 02:00,925
05/14/2005 03:00,918
05/14/2005 04:00,918
05/14/2005 05:00,918
05/14/2005 06:00,918
05/14/2005 07:00,911
05/14/2005 08:00,911
05/14/2005 09:00,911
05/14/2005 10:00,904
05/14/2005 11:00,904
05/14/2005 12:00,896
05/14/2005 13:00,896
05/14/2005 14:00,896
05/14/2005 15:00,889
05/14/2005 16:00,889
05/14/2005 17:00,882
05/14/2005 18:00,875
05/14/2005 19:00,875
05/14/2005 20:00,868
05/14/2005 21:00,861
05/14/2005 22:00,847
05/14/2005 23:00,847
05/15/2005 00:00,840
05/15/2005 01:00,840
05/15/2005 02:00,840
05/15/2005 03:00,840
05/15/2005 04:00,840
05/15/2005 05:00,840
05/15/2005 06:00,847
05/15/2005 07:00,847
05/15/2005 08:00,861
05/15/2005 09:00,875
05/15/2005 10:00,882
05/15/2005 11:00,889
05/15/2005 12:00,896
05/15/2005 13:00,904
05/15/2005 14:00,911
05/15/2005 15:00,918
05/15/2005 16:00,925
05/15/2005 17:00,925
05/15/2005 18:00,932
05/15/2005 19:00,932
05/15/2005 20:00,932
05/15/2005 21:00,932
05/15/2005 22:00,932
05/15/2005 23:00,932
05/16/2005 00:00,939
05/16/2005 01:00,939
05/16/2005 02:00,947
05/16/2005 03:00,947
05/16/2005 04:00,947
05/16/2005 05:00,947
05/16/2005 06:00,954
05/16/2005 07:00,954
05/16/2005 08:00,954
05/16/2005 09:00,954
05/16/2005 10:00,954
05/16/2005 11:00,954
05/16/2005 12:00,961
05/16/2005 13:00,961
05/16/2005 14:00,954
05/16/2005 15:00,961
05/16/2005 16:00,961
05/16/2005 17:00,954
05/16/2005 18:00,954
05/16/2005 19:00,947
05/16/2005 20:00,939
05/16/2005 21:00,932
05/16/2005 22:00,925
05/16/2005 23:00,925
05/17/2005 00:00,918
05/17/2005 01:00,911
05/17/2005 02:00,911
05/17/2005 03:00,911
05/17/2005 04:00,904
05/17/2005 05:00,904
05/17/2005 06:00,904
05/17/2005 07:00,904
05/17/2005 08:00,904
05/17/2005 09:00,904
05/17/2005 10:00,904
05/17/2005 11:00,904
05/17/2005 12:00,904
05/17/2005 13:00,911
05/17/2005 14:00,911
05/17/2005 15:00,918
05/17/2005 16:00,925
05/17/2005 17:00,932
05/17/2005 18:00,947
05/17/2005 19:00,954
05/17/2005 20:00,968
05/17/2005 21:00,983
05/17/2005 22:00,998
05/17/2005 23:00,1010
05/18/2005 00:00,1030
05/18/2005 01:00,1050
05/18/2005 02:00,1080
05/18/2005 03:00,1130
05/18/2005 04:00,1190
05/18/2005 05:00,1250
05/18/2005 06:00,1330
05/18/2005 07:00,1420
05/18/2005 08:00,1510
05/18/2005 09:00,1610
05/18/2005 10:00,1740
05/18/2005 11:00,1860
05/18/2005 12:00,1950
05/18/2005 13:00,1990
05/18/2005 14:00,2000
05/18/2005 15:00,2000
05/18/2005 16:00,2000
05/18/2005 17:00,1980
05/18/2005 18:00,1990
05/18/2005 19:00,2010
05/18/2005 20:00,2050
05/18/2005 21:00,2100
05/18/2005 22:00,2160
05/18/2005 23:00,2220
05/19/2005 00:00,2250
05/19/2005 01:00,2240
05/19/2005 02:00,2230
05/19/2005 03:00,2250
05/19/2005 04:00,2270
05/19/2005 05:00,2260
05/19/2005 06:00,2270
05/19/2005 07:00,2270
05/19/2005 08:00,2290
05/19/2005 09:00,2290
05/19/2005 10:00,2310
05/19/2005 11:00,2330
05/19/2005 12:00,2340
05/19/2005 13:00,2370
05/19/2005 14:00,2370
05/19/2005 15:00,2370
05/19/2005 16:00,2380
05/19/2005 17:00,2390
05/19/2005 18:00,2380
05/19/2005 19:00,2370
05/19/2005 20:00,2340
05/19/2005 21:00,2310
05/19/2005 22:00,2280
05/19/2005 23:00,2260
05/20/2005 00:00,2230
05/20/2005 01:00,2220
05/20/2005 02:00,2200
05/20/2005 03:00,2190
05/20/2005 04:00,2180
05/20/2005 05:00,2180
05/20/2005 06:00,2160
05/20/2005 07:00,2160
05/20/2005 08:00,2160
05/20/2005 09:00,2160
05/20/2005 10:00,2150
05/20/2005 11:00,2160
05/20/2005 12:00,2170
05/20/2005 13:00,2160
05/20/2005 14:00,2170
05/20/2005 15:00,2190
05/20/2005 16:00,2170
05/20/2005 17:00,2140
05/20/2005 18:00,2120
05/20/2005 19:00,2090
05/20/2005 20:00,2060
05/20/2005 21:00,2030
05/20/2005 22:00,2000
05/20/2005 23:00,1980
05/21/2005 00:00,1960
05/21/2005 01:00,1940
05/21/2005 02:00,1920
05/21/2005 03:00,1900
05/21/2005 04:00,1880
05/21/2005 05:00,1870
05/21/2005 06:00,1850
05/21/2005 07:00,1850
05/21/2005 08:00,1840
05/21/2005 09:00,1820
05/21/2005 10:00,1800
05/21/2005 11:00,1790
05/21/2005 12:00,1780
05/21/2005 13:00,1770
05/21/2005 14:00,1760
05/21/2005 15:00,1760
05/21/2005 16:00,1740
05/21/2005 17:00,1730
05/21/2005 18:00,1730
05/21/2005 19:00,1730
05/21/2005 20:00,1740
05/21/2005 21:00,1750
05/21/2005 22:00,1760
05/21/2005 23:00,1770
05/22/2005 00:00,1790
05/22/2005 01:00,1800
05/22/2005 02:00,1810
05/22/2005 03:00,1810
05/22/2005 04:00,1800
05/22/2005 05:00,1780
05/22/2005 06:00,1760
05/22/2005 07:00,1750
05/22/2005 08:00,1730
05/22/2005 09:00,1720
05/22/2005 10:00,1700
05/22/2005 11:00,1680
05/22/2005 12:00,1670
05/22/2005 13:00,1660
05/22/2005 14:00,1640
05/22/2005 15:00,1630
05/22/2005 16:00,1610
